sector,product group,product,Year,fiscal year,balance sheet generic term,balance sheet item,Value,Calculation1,numerical value,Calculation_numerical_value,Unit,supplement unit
Vegetable products,Fruit,fruit,2006, 2006/07,consumption,consumption,6383.15,6383.15,6383.15,6383.15,1 000 tons,product weight
Vegetable products,Fruit,fruit,2007, 2007/08,consumption,consumption,5901.06,5901.06,5901.06,5901.06,1 000 tons,product weight
Vegetable products,Fruit,fruit,2008, 2008/09,consumption,consumption,5744.53,5744.53,5744.53,5744.53,1 000 tons,product weight
Vegetable products,Fruit,fruit,2009, 2009/10,consumption,consumption,5892.39,5892.39,5892.39,5892.39,1 000 tons,product weight
Vegetable products,Fruit,fruit,2010, 2010/11,consumption,consumption,5630.42,5630.42,5630.42,5630.42,1 000 tons,product weight
Vegetable products,Fruit,fruit,2011, 2011/12,consumption,consumption,5630.72,5630.72,5630.72,5630.72,1 000 tons,product weight
Vegetable products,Fruit,fruit,2012, 2012/13,consumption,consumption,5575.43,5575.43,5575.43,5575.43,1 000 tons,product weight
Vegetable products,Fruit,fruit,2013, 2013/14,consumption,consumption,5757.62,5757.62,5757.62,5757.62,1 000 tons,product weight
Vegetable products,Fruit,fruit,2014, 2014/15,consumption,consumption,5382.05,5382.05,5382.05,5382.05,1 000 tons,product weight
Vegetable products,Fruit,fruit,1990, 1990/91,consumption per head,consumption in kg per capita,60.8,60.8,60.8,60.8,kilogram,product weight
Vegetable products,Fruit,fruit,1991, 1991/92,consumption per head,consumption in kg per capita,65.8,65.8,65.8,65.8,kilogram,product weight
Vegetable products,Fruit,fruit,1992, 1992/93,consumption per head,consumption in kg per capita,74.2,74.2,74.2,74.2,kilogram,product weight
Vegetable products,Fruit,fruit,1993, 1993/94,consumption per head,consumption in kg per capita,66.5,66.5,66.5,66.5,kilogram,product weight
Vegetable products,Fruit,fruit,1994, 1994/95,consumption per head,consumption in kg per capita,64.1,64.1,64.1,64.1,kilogram,product weight
Vegetable products,Fruit,fruit,1995, 1995/96,consumption per head,consumption in kg per capita,64.7,64.7,64.7,64.7,kilogram,product weight
Vegetable products,Fruit,fruit,1996, 1996/97,consumption per head,consumption in kg per capita,69.6,69.6,69.6,69.6,kilogram,product weight
Vegetable products,Fruit,fruit,1997, 1997/98,consumption per head,consumption in kg per capita,70.9,70.9,70.9,70.9,kilogram,product weight
Vegetable products,Fruit,fruit,1998, 1998/99,consumption per head,consumption in kg per capita,68,68,68,68,kilogram,product weight
Vegetable products,Fruit,fruit,1999, 1999/00,consumption per head,consumption in kg per capita,76.2,76.2,76.2,76.2,kilogram,product weight
Vegetable products,Fruit,fruit,2000, 2000/01,consumption per head,consumption in kg per capita,75.2,75.2,75.2,75.2,kilogram,product weight
Vegetable products,Fruit,fruit,2001, 2001/02,consumption per head,consumption in kg per capita,79.1,79.1,79.1,79.1,kilogram,product weight
Vegetable products,Fruit,fruit,2002, 2002/03,consumption per head,consumption in kg per capita,76.8494,76.8494,76.8494,76.8494,kilogram,product weight
Vegetable products,Fruit,fruit,2003, 2003/04,consumption per head,consumption in kg per capita,79.7088,79.7088,79.7088,79.7088,kilogram,product weight
Vegetable products,Fruit,fruit,2004, 2004/05,consumption per head,consumption in kg per capita,74.2964,74.2964,74.2964,74.2964,kilogram,product weight
Vegetable products,Fruit,fruit,2005, 2005/06,consumption per head,consumption in kg per capita,79.7703,79.7703,79.7703,79.7703,kilogram,product weight
Vegetable products,Fruit,fruit,2006, 2006/07,consumption per head,consumption in kg per capita,78.7298,78.7298,78.7298,78.7298,kilogram,product weight
Vegetable products,Fruit,fruit,2007, 2007/08,consumption per head,consumption in kg per capita,72.9354,72.9354,72.9354,72.9354,kilogram,product weight
Vegetable products,Fruit,fruit,2008, 2008/09,consumption per head,consumption in kg per capita,71.2553,71.2553,71.2553,71.2553,kilogram,product weight
Vegetable products,Fruit,fruit,2009, 2009/10,consumption per head,consumption in kg per capita,73.3376,73.3376,73.3376,73.3376,kilogram,product weight
Vegetable products,Fruit,fruit,2010, 2010/11,consumption per head,consumption in kg per capita,70.1855,70.1855,70.1855,70.1855,kilogram,product weight
Vegetable products,Fruit,fruit,2011, 2011/12,consumption per head,consumption in kg per capita,70.0967,70.0967,70.0967,70.0967,kilogram,product weight
Vegetable products,Fruit,fruit,2012, 2012/13,consumption per head,consumption in kg per capita,69.2395,69.2395,69.2395,69.2395,kilogram,product weight
Vegetable products,Fruit,fruit,2013, 2013/14,consumption per head,consumption in kg per capita,71.2864,71.2864,71.2864,71.2864,kilogram,product weight
Vegetable products,Fruit,fruit,2014, 2014/15,consumption per head,consumption in kg per capita,66.2933,66.2933,66.2933,66.2933,kilogram,product weight
Vegetable products,Fruit,fruit,1990, 1990/91,degree of self-sufficiency,degree of self-sufficiency in %,20.4,20.4,20.4,20.4,%,
Vegetable products,Fruit,fruit,1991, 1991/92,degree of self-sufficiency,degree of self-sufficiency in %,12.4,12.4,12.4,12.4,%,
Vegetable products,Fruit,fruit,1992, 1992/93,degree of self-sufficiency,degree of self-sufficiency in %,24.9,24.9,24.9,24.9,%,
Vegetable products,Fruit,fruit,1993, 1993/94,degree of self-sufficiency,degree of self-sufficiency in %,19.4,19.4,19.4,19.4,%,
Vegetable products,Fruit,fruit,1994, 1994/95,degree of self-sufficiency,degree of self-sufficiency in %,18.8,18.8,18.8,18.8,%,
Vegetable products,Fruit,fruit,1995, 1995/96,degree of self-sufficiency,degree of self-sufficiency in %,13.4,13.4,13.4,13.4,%,
Vegetable products,Fruit,fruit,1996, 1996/97,degree of self-sufficiency,degree of self-sufficiency in %,17.5,17.5,17.5,17.5,%,
Vegetable products,Fruit,fruit,1997, 1997/98,degree of self-sufficiency,degree of self-sufficiency in %,14.7,14.7,14.7,14.7,%,
Vegetable products,Fruit,fruit,1998, 1998/99,degree of self-sufficiency,degree of self-sufficiency in %,19.7,19.7,19.7,19.7,%,
Vegetable products,Fruit,fruit,1999, 1999/00,degree of self-sufficiency,degree of self-sufficiency in %,19.1,19.1,19.1,19.1,%,
Vegetable products,Fruit,fruit,2000, 2000/01,degree of self-sufficiency,degree of self-sufficiency in %,21,21,21,21,%,
Vegetable products,Fruit,fruit,2001, 2001/02,degree of self-sufficiency,degree of self-sufficiency in %,20.3,20.3,20.3,20.3,%,
Vegetable products,Fruit,fruit,2002, 2002/03,degree of self-sufficiency,degree of self-sufficiency in %,15.1801,15.1801,15.1801,15.1801,%,
Vegetable products,Fruit,fruit,2003, 2003/04,degree of self-sufficiency,degree of self-sufficiency in %,15.248,15.248,15.248,15.248,%,
Vegetable products,Fruit,fruit,2004, 2004/05,degree of self-sufficiency,degree of self-sufficiency in %,19.4156,19.4156,19.4156,19.4156,%,
Vegetable products,Fruit,fruit,2005, 2005/06,degree of self-sufficiency,degree of self-sufficiency in %,16.5214,16.5214,16.5214,16.5214,%,
Vegetable products,Fruit,fruit,2006, 2006/07,degree of self-sufficiency,degree of self-sufficiency in %,18.3796,18.3796,18.3796,18.3796,%,
Vegetable products,Fruit,fruit,2007, 2007/08,degree of self-sufficiency,degree of self-sufficiency in %,21.4271,21.4271,21.4271,21.4271,%,
Vegetable products,Fruit,fruit,2008, 2008/09,degree of self-sufficiency,degree of self-sufficiency in %,20.6301,20.6301,20.6301,20.6301,%,
Vegetable products,Fruit,fruit,2009, 2009/10,degree of self-sufficiency,degree of self-sufficiency in %,21.7545,21.7545,21.7545,21.7545,%,
Vegetable products,Fruit,fruit,2010, 2010/11,degree of self-sufficiency,degree of self-sufficiency in %,18.2554,18.2554,18.2554,18.2554,%,
Vegetable products,Fruit,fruit,2011, 2011/12,degree of self-sufficiency,degree of self-sufficiency in %,19.6134,19.6134,19.6134,19.6134,%,
Vegetable products,Fruit,fruit,2012, 2012/13,degree of self-sufficiency,degree of self-sufficiency in %,20.0616,20.0616,20.0616,20.0616,%,
Vegetable products,Fruit,fruit,2013, 2013/14,degree of self-sufficiency,degree of self-sufficiency in %,17.2689,17.2689,17.2689,17.2689,%,
Vegetable products,Fruit,fruit,2014, 2014/15,degree of self-sufficiency,degree of self-sufficiency in %,23.9588,23.9588,23.9588,23.9588,%,
Vegetable products,Fruit,citrus fruits,1990, 1990/91,import,import,4260,4260,4260,4260,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1991, 1991/92,import,import,4154,4154,4154,4154,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1992, 1992/93,import,import,4213,4213,5213,5213,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1993, 1993/94,import,import,3914,3914,3914,3914,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1994, 1994/95,import,import,4270,4270,4270,4270,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1995, 1995/96,import,import,4237,4237,4237,4237,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1996, 1996/97,import,import,4474,4474,4474,4474,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1997, 1997/98,import,import,4406,4406,4406,4406,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1998, 1998/99,import,import,4580,4580,4580,4580,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1999, 1999/00,import,import,4675,4675,4675,4675,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2000, 2000/01,import,import,4557,4557,4557,4557,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2001, 2001/02,import,import,4980.6,4980.6,4980.6,4980.6,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2002, 2002/03,import,import,4666.6,4666.6,4666.6,4666.6,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2003, 2003/04,import,import,4909.1,4909.1,4909.1,4909.1,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2004, 2004/05,import,import,4825,4825,4825,4825,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2005, 2005/06,import,import,5041.52,5041.52,5041.52,5041.52,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2006, 2006/07,import,import,4893.57,4893.57,4893.57,4893.57,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2007, 2007/08,import,import,4774.28,4774.28,4774.28,4774.28,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2008, 2008/09,import,import,4606.58,4606.58,4606.58,4606.58,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2009, 2009/10,import,import,4818.99,4818.99,4818.99,4818.99,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2010, 2010/11,import,import,4037.44,4037.44,4037.44,4037.44,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2011, 2011/12,import,import,3758.48,3758.48,3758.48,3758.48,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2012, 2012/13,import,import,3590.83,3590.83,3590.83,3590.83,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2013, 2013/14,import,import,3364.31,3364.31,3364.31,3364.31,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2014, 2014/15,import,import,3602.22,3602.22,3602.22,3602.22,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1990, 1990/91,export,export,1369,1369,1369,1369,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1991, 1991/92,export,export,1216,1216,1216,1216,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1992, 1992/93,export,export,1375,1375,1375,1375,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1993, 1993/94,export,export,1340,1340,1340,1340,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1994, 1994/95,export,export,1939,1939,1939,1939,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1995, 1995/96,export,export,1754,1754,1754,1754,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1996, 1996/97,export,export,2029,2029,2029,2029,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1997, 1997/98,export,export,1770,1770,1770,1770,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1998, 1998/99,export,export,1857,1857,1857,1857,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1999, 1999/00,export,export,1884,1884,1884,1884,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2000, 2000/01,export,export,1207,1207,1207,1207,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2001, 2001/02,export,export,1408.2,1408.2,1408.2,1408.2,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2002, 2002/03,export,export,1229.8,1229.8,1229.8,1229.8,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2003, 2003/04,export,export,1052.5,1052.5,1052.5,1052.5,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2004, 2004/05,export,export,1110.9,1110.9,1110.9,1110.9,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2005, 2005/06,export,export,1164.4,1164.4,1164.4,1164.4,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2006, 2006/07,export,export,1400.62,1400.62,1400.62,1400.62,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2007, 2007/08,export,export,759.735,759.735,759.735,759.735,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2008, 2008/09,export,export,855.901,855.901,855.901,855.901,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2009, 2009/10,export,export,825.342,825.342,825.342,825.342,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2010, 2010/11,export,export,747.937,747.937,747.937,747.937,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2011, 2011/12,export,export,667.407,667.407,667.407,667.407,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2012, 2012/13,export,export,657.603,657.603,657.603,657.603,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2013, 2013/14,export,export,650.583,650.583,650.583,650.583,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2014, 2014/15,export,export,672.766,672.766,672.766,672.766,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1990, 1990/91,detail position,domestic use,2891,2891,2891,2891,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1991, 1991/92,detail position,domestic use,2938,2938,2938,2938,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1992, 1992/93,detail position,domestic use,2838,2838,2838,2838,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1993, 1993/94,detail position,domestic use,2574,2574,2574,2574,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1994, 1994/95,detail position,domestic use,2331,2331,2331,2331,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1995, 1995/96,detail position,domestic use,2483,2483,2483,2483,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1996, 1996/97,detail position,domestic use,2445,2445,2445,2445,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1997, 1997/98,detail position,domestic use,2636,2636,2636,2636,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1998, 1998/99,detail position,domestic use,2723,2723,2723,2723,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,1999, 1999/00,detail position,domestic use,2791,2791,2791,2791,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2000, 2000/01,detail position,domestic use,3350,3350,3350,3350,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2001, 2001/02,detail position,domestic use,3572.4,3572.4,3572.4,3572.4,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2002, 2002/03,detail position,domestic use,3436.8,3436.8,3436.8,3436.8,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2003, 2003/04,detail position,domestic use,3856.6,3856.6,3856.6,3856.6,1 000 tons,product weight
Vegetable products,Fruit,citrus fruits,2004, 2004/05,detail position,domestic use,3714.1,3714.1,3714.1,3714.1,1 000 tons,product weight
